"Freq [GHz]","dB(S(1,1)) [] - largo_plano_tierra='30mm' radio_circulo='17mm'"
2.57777777777778,-7.20645160887735
2.58,-7.19218593340556
2.58222222222222,-7.17815366856523
2.58444444444444,-7.16435246860978
2.58666666666667,-7.15078000787592
2.58888888888889,-7.13743398049437
2.59111111111111,-7.12431210010572
2.59333333333333,-7.11141209958123
2.59555555555556,-7.09873173074827
2.59777777777778,-7.08626876412047
2.6,-7.07402098863221
2.60222222222222,-7.06198621137756
2.60444444444444,-7.05016225735318
2.60666666666667,-7.03854696920557
2.60888888888889,-7.02713820698189
2.61111111111111,-7.01593384788486
2.61333333333333,-7.00493178603118
2.61555555555556,-6.99412993221362
2.61777777777778,-6.98352621366642
2.62,-6.9731185738342
2.62222222222222,-6.96290497214404
2.62444444444444,-6.95288338378069
2.62666666666667,-6.94305179946491
2.62888888888889,-6.93340822523466
2.63111111111111,-6.92395068222935
2.63333333333333,-6.91467720647664
2.63555555555556,-6.90558584868222
2.63777777777778,-6.89667467402201
2.64,-6.88794176193701
2.64222222222222,-6.87938520593068
2.64444444444444,-6.8710031133687
2.64666666666667,-6.862793605281
2.64888888888889,-6.85475481616629
2.65111111111111,-6.84688489379862
2.65333333333333,-6.83918199903625
2.65555555555556,-6.83164430563253
2.65777777777778,-6.82427000004899
2.66,-6.81705728127034
2.66222222222222,-6.81000436062147
2.66444444444444,-6.80310946158637
2.66666666666667,-6.79637081962903
2.66888888888889,-6.78978668201601
2.67111111111111,-6.783355307641
2.67333333333333,-6.77707496685103
2.67555555555556,-6.77094394127446
2.67777777777778,-6.76496052365072
2.68,-6.75912301766163
2.68222222222222,-6.75342973776449
2.68444444444444,-6.7478790090267
2.68666666666667,-6.74246916696203
2.68888888888889,-6.73719855736845
2.69111111111111,-6.73206553616756
2.69333333333333,-6.72706846924553
2.69555555555556,-6.72220573229555
2.69777777777778,-6.71747571066182
2.7,-6.71287679918509
2.70222222222222,-6.70840740204958
2.70444444444444,-6.70406593263147
2.70666666666667,-6.69985081334883
2.70888888888889,-6.69576047551302
2.71111111111111,-6.69179335918153
2.71333333333333,-6.68794791301236
2.71555555555556,-6.68422259411973
2.71777777777778,-6.68061586793139
2.72,-6.67712620804727
2.72222222222222,-6.67375209609967
2.72444444444444,-6.67049202161488
2.72666666666667,-6.66734448187633
2.72888888888889,-6.66430798178907
2.73111111111111,-6.66138103374599
2.73333333333333,-6.65856215749529
2.73555555555556,-6.65584988000962
2.73777777777778,-6.65324273535666
2.74,-6.6507392645713
2.74222222222222,-6.64833801552932
2.74444444444444,-6.64603754282268
2.74666666666667,-6.64383640763634
2.74888888888889,-6.64173317762677
2.75111111111111,-6.63972642680202
2.75333333333333,-6.63781473540341
2.75555555555556,-6.635996689789
2.75777777777778,-6.63427088231862
2.76,-6.63263591124071
2.76222222222222,-6.63109038058089
2.76444444444444,-6.6296329000322
2.76666666666667,-6.62826208484729
2.76888888888889,-6.62697655573229
2.77111111111111,-6.62577493874264
2.77333333333333,-6.62465586518072
2.77555555555556,-6.62361797149549
2.77777777777778,-6.6226598991839
2.78,-6.62178029469455
2.78222222222222,-6.62097780933307
2.78444444444444,-6.62025109916978
2.78666666666667,-6.61959882494927
2.78888888888889,-6.61901965200222
2.79111111111111,-6.61851225015929
2.79333333333333,-6.61807529366724
2.79555555555556,-6.61770746110728
2.79777777777778,-6.61740743531569
2.8,-6.61717390330674
2.80222222222222,-6.61700555619797
2.80444444444444,-6.61690108913784
2.80666666666667,-6.61685920123585
2.80888888888889,-6.61687859549509
2.81111111111111,-6.61695797874735
2.81333333333333,-6.61709606159071
2.81555555555556,-6.61729155832982
2.81777777777778,-6.61754318691878
2.82,-6.61784966890669
2.82222222222222,-6.61820972938594
2.82444444444444,-6.61862209694328
2.82666666666667,-6.61908550361371
2.82888888888889,-6.6195986848372
2.83111111111111,-6.62016037941834
2.83333333333333,-6.62076932948891
2.83555555555556,-6.62142428047348
2.83777777777778,-6.62212398105799
2.84,-6.6228671831614
2.84222222222222,-6.62365264191057
2.84444444444444,-6.62447911561811
2.84666666666667,-6.62534536576359
2.84888888888889,-6.62625015697794
2.85111111111111,-6.62719225703107
2.85333333333333,-6.62817043682295
2.85555555555556,-6.62918347037787
2.85777777777778,-6.63023013484229
2.86,-6.63130921048597
2.86222222222222,-6.63241948070666
2.86444444444444,-6.6335597320383
2.86666666666667,-6.63472875416269
2.86888888888889,-6.63592533992485
2.87111111111111,-6.63714828535187
2.87333333333333,-6.63839638967553
2.87555555555556,-6.63966845535843
2.87777777777778,-6.640963288124
2.88,-6.64227969699008
2.88222222222222,-6.64361649430634
2.88444444444444,-6.64497249579542
2.88666666666667,-6.64634652059793
2.88888888888889,-6.64773739132119
2.89111111111111,-6.64914393409182
2.89333333333333,-6.65056497861223
2.89555555555556,-6.65199935822089
2.89777777777778,-6.65344590995651
2.9,-6.6549034746261
2.90222222222222,-6.65637089687692
2.90444444444444,-6.65784702527228
2.90666666666667,-6.65933071237125
2.90888888888889,-6.6608208148123
2.91111111111111,-6.66231619340072
2.91333333333333,-6.66381571320004
2.91555555555556,-6.6653182436272
2.91777777777778,-6.66682265855164
2.92,-6.66832783639819
2.92222222222222,-6.66983266025384
2.92444444444444,-6.67133601797816
2.92666666666667,-6.67283680231767
2.92888888888889,-6.67433391102378
2.93111111111111,-6.67582624697455
2.93333333333333,-6.67731271830004
2.93555555555556,-6.67879223851131
2.93777777777778,-6.68026372663301
2.94,-6.68172610733953
2.94222222222222,-6.68317831109453
2.94444444444444,-6.68461927429401
2.94666666666667,-6.68604793941271
2.94888888888889,-6.68746325515373
2.95111111111111,-6.68886417660155
2.95333333333333,-6.69024966537805
2.95555555555556,-6.69161868980172
2.95777777777778,-6.69297022504986
2.96,-6.69430325332364
2.96222222222222,-6.69561676401613
2.96444444444444,-6.69690975388295
2.96666666666667,-6.69818122721559
2.96888888888889,-6.6994301960174
2.97111111111111,-6.70065568018183
2.97333333333333,-6.70185670767318
2.97555555555556,-6.70303231470948
2.97777777777778,-6.70418154594751
2.98,-6.7053034546698
2.98222222222222,-6.7063971029735
2.98444444444444,-6.707461561961
2.98666666666667,-6.70849591193207
2.98888888888889,-6.70949924257763
2.99111111111111,-6.71047065317467
2.99333333333333,-6.71140925278247
2.99555555555556,-6.71231416043979
2.99777777777778,-6.71318450536306
3,-6.7140194271451
