"Frequency";"S11-Gain (dB)";"S11-Phase (°)"
"2.055e+09";"-13.010038224547085";"-116.87558257706137"
"2.058e+09";"-14.604073748415225";"-119.03155605976288"
"2.061e+09";"-17.110566424680236";"-95.94066714540097"
"2.064e+09";"-14.956445627864491";"-107.62936221201129"
"2.067e+09";"-16.63957214387341";"-100.05118064560662"
"2.07e+09";"-27.965452734703206";"163.014167121489"
"2.073e+09";"-21.508224009360475";"-144.70200892708647"
"2.076e+09";"-21.836088198708797";"115.91601433512453"
"2.079e+09";"-28.733176850616218";"53.05274043272037"
"2.082e+09";"-25.800091880171287";"-8.252063739800656"
"2.085e+09";"-25.587672564419243";"116.72527773742368"
"2.088e+09";"-19.49733851920295";"147.90913411324965"
"2.091e+09";"-21.235064010416856";"116.88548706910784"
"2.094e+09";"-19.728221945187897";"105.86133078762239"
"2.097e+09";"-18.39298845582527";"147.6845397527695"
"2.1e+09";"-18.770018464554138";"81.16467865006774"
"2.103e+09";"-14.51081663206609";"149.57781551716187"
"2.106e+09";"-18.62763629486158";"146.38993258996675"
"2.109e+09";"-15.26230712870041";"164.2654739517219"
"2.112e+09";"-9.713990757561227";"166.93543737391457"
"2.115e+09";"-11.770381567850716";"166.63505154306065"
"2.118e+09";"-10.768676102982827";"170.01916911136814"
"2.121e+09";"-10.639236068334855";"176.98416967666054"
"2.124e+09";"-14.653055988199664";"167.74838606738808"
"2.127e+09";"-14.335950534385862";"178.31248676195128"
"2.13e+09";"-10.675817979813857";"-152.52936164313545"
"2.133e+09";"-11.1357332520779";"-151.53870414358147"
"2.136e+09";"-13.886253535822991";"179.8062124337718"
"2.139e+09";"-9.989556323048411";"-151.11036316038576"
"2.142e+09";"-12.132029630332632";"-147.0079660904074"
"2.145e+09";"-13.798907318624664";"-148.1884593915576"
"2.148e+09";"-16.109739728467424";"-127.95661864567083"
"2.151e+09";"-15.983667595462695";"-118.59101688731315"
"2.154e+09";"-14.409837858806686";"-100.68297150330649"
"2.157e+09";"-16.009313412396125";"-96.20214270843199"
"2.16e+09";"-17.852819180641905";"-95.90786030851115"
"2.163e+09";"-15.147704809522871";"-98.7164417229524"
"2.166e+09";"-24.29276098536537";"-14.120801656083783"
"2.169e+09";"-14.61068675909555";"-56.84821147145743"
"2.172e+09";"-20.12213394572029";"-13.252063279729848"
"2.175e+09";"-24.770512981610256";"88.02147132084401"
"2.178e+09";"-21.373146551627396";"-4.354937691165513"
"2.181e+09";"-21.06009630590846";"8.785232373922485"
"2.184e+09";"-21.785734848364655";"144.60947195594918"
"2.187e+09";"-15.062772842990244";"95.02207011515922"
"2.19e+09";"-17.185405609626415";"58.662564919647835"
"2.193e+09";"-17.19334389099099";"109.32641607206904"
"2.196e+09";"-24.759109178506172";"96.72768721200055"
"2.199e+09";"-13.415206956221226";"135.692303563254"
"2.202e+09";"-13.14760120544352";"126.40906612476331"
"2.205e+09";"-14.565079675114937";"161.08629034472168"
"2.208e+09";"-15.316987648697246";"152.14964246154983"
"2.211e+09";"-13.717951279156566";"169.30424435535951"
"2.214e+09";"-11.01019990162346";"-175.6744704764708"
"2.217e+09";"-18.038208439032303";"-152.20468416792946"
"2.22e+09";"-13.222917886487204";"175.77193171260967"
"2.223e+09";"-11.269381477051827";"-170.76631142078517"
"2.226e+09";"-14.523976386194065";"170.71016122553394"
"2.229e+09";"-11.921098228315657";"-146.06752065429546"
"2.232e+09";"-15.500056578244102";"-145.61296437449164"
"2.235e+09";"-15.824433176010489";"-159.44985366993862"
"2.238e+09";"-10.862282825045199";"-140.94123484986298"
"2.241e+09";"-14.948553853124045";"-153.87357867548113"
"2.244e+09";"-17.045511256517997";"-132.39972201091692"
"2.247e+09";"-14.314582094907866";"-97.171115629722"
"2.25e+09";"-14.701715097417534";"-113.93941802104437"
"2.253e+09";"-16.811081128525824";"-128.88654796455705"
"2.256e+09";"-14.573830720133232";"-70.39800706104079"
"2.259e+09";"-22.020002202493714";"-148.2566681437187"
"2.262e+09";"-20.078619193129338";"3.362921278943716"
"2.265e+09";"-18.455948100328893";"-137.06970963779415"
"2.268e+09";"-31.140630574260175";"-117.54528373623563"
"2.271e+09";"-19.35708608412097";"-1.2322827969200025"
"2.274e+09";"-18.60326674495981";"-68.2663886106545"
"2.277e+09";"-22.816578444059754";"86.18245623296208"
"2.28e+09";"-17.95596203771847";"105.07954854214196"
"2.283e+09";"-16.7231746127672";"90.55699762441459"
"2.286e+09";"-20.48407192886826";"137.0516439839802"
"2.289e+09";"-13.100471595691952";"92.25018717626115"
"2.292e+09";"-15.509277801873726";"100.52305911786829"
"2.295e+09";"-11.867679554568793";"122.81137881497642"
"2.298e+09";"-13.427743108228672";"130.28549354608356"
"2.301e+09";"-14.571741783143564";"137.66762479389612"
"2.304e+09";"-13.442936770193059";"153.44614233566222"
"2.307e+09";"-10.956219057559071";"149.16531009334764"
"2.31e+09";"-12.4977366769809";"154.73380866354316"
"2.313e+09";"-15.617607128514098";"136.72908519613532"
"2.316e+09";"-11.495719494929615";"-173.67151257671944"
"2.319e+09";"-15.561218625280848";"165.71353387506898"
"2.322e+09";"-13.314731338439852";"164.9218575089517"
"2.325e+09";"-11.6398517248256";"-170.16854973637"
"2.328e+09";"-10.948925905959271";"-175.3693868575313"
"2.331e+09";"-14.82821074903722";"-157.48665642305647"
"2.334e+09";"-13.235389476461453";"-160.4333617303549"
"2.337e+09";"-14.273993656763553";"-151.62236370792215"
"2.34e+09";"-19.8046572424975";"-162.9036827318273"
"2.343e+09";"-17.301622302734238";"-164.2788123033629"
"2.346e+09";"-22.628851924283218";"-148.6539218225551"
"2.349e+09";"-15.551012713103402";"-126.58060738542733"
"2.352e+09";"-22.982369730723804";"-137.41739188608523"
"2.355e+09";"-25.43124504182131";"-165.00991399299537"
"2.358e+09";"-24.95282117891235";"-162.78498808831083"
"2.361e+09";"-15.767109287240205";"-59.72259475250318"
"2.364e+09";"-23.571425663482344";"121.95607378633304"
"2.367e+09";"-25.446614683605944";"-172.82466316399524"
"2.37e+09";"-25.710721670713976";"89.65550301937029"
"2.373e+09";"-20.920171404386775";"104.11128392981674"
"2.376e+09";"-18.545771613588393";"45.18460553028632"
"2.379e+09";"-12.220148748777465";"92.11058990359832"
"2.382e+09";"-19.17993663564443";"117.21839974991923"
"2.385e+09";"-20.8606919242847";"106.98938838523617"
"2.388e+09";"-10.976475890568187";"130.44535402900345"
"2.391e+09";"-12.015255307847442";"112.70033175344054"
"2.394e+09";"-11.830095186921433";"101.8495335418344"
"2.397e+09";"-19.60357030740307";"124.83766121951834"
"2.4e+09";"-17.40479231254738";"153.54010367160012"
"2.403e+09";"-10.575113300588015";"139.40651264521102"
"2.406e+09";"-13.207509412758036";"135.38698863385338"
"2.409e+09";"-11.245007880516244";"137.55700926317004"
"2.412e+09";"-11.112788071410645";"131.1079420267711"
"2.415e+09";"-15.460656035370096";"153.11802793662505"
"2.418e+09";"-14.30376097910607";"128.7152989436094"
"2.421e+09";"-13.955287286692098";"153.05467599023447"
"2.424e+09";"-10.918022532600231";"146.46072797924228"
"2.427e+09";"-17.779467812405205";"172.07946935264306"
"2.43e+09";"-13.370712911433934";"175.17333012927935"
"2.433e+09";"-23.162138154664035";"145.14209990730177"
"2.436e+09";"-18.59009438436928";"172.1771417475325"
"2.439e+09";"-20.106719984196516";"141.71247480831482"
"2.442e+09";"-26.969831354654474";"-107.73863401209576"
"2.445e+09";"-17.26582585266707";"159.13359827842353"
"2.448e+09";"-35.00463734390727";"65.23654518450292"
"2.451e+09";"-14.929218135886622";"96.63291287296694"
"2.454e+09";"-19.018626483310463";"52.747186340553625"
"2.457e+09";"-36.67598053601396";"73.21708366006348"
"2.46e+09";"-25.845993104838985";"112.65087894692408"
"2.463e+09";"-20.991603883925226";"77.98582241764255"
"2.466e+09";"-19.067385448758664";"111.5667804276166"
"2.469e+09";"-15.059717813689037";"56.382735486443096"
"2.472e+09";"-27.06061268631977";"130.376570078188"
"2.475e+09";"-14.674250297183928";"92.07387958556417"
"2.478e+09";"-14.863401079885364";"59.77776046404818"
"2.481e+09";"-18.06167820344368";"74.38613666242502"
"2.484e+09";"-12.736834349427841";"82.3353697629055"
"2.487e+09";"-15.547753471063377";"101.60942962175795"
"2.49e+09";"-13.461852450233406";"104.30353282841727"
"2.493e+09";"-11.260930783719779";"88.11367103399807"
"2.496e+09";"-11.769573183841477";"100.275912777689"
"2.499e+09";"-15.322440283900974";"103.46021632477336"
"2.502e+09";"-5.242232844315428";"-161.38525990136927"
"2.505e+09";"-5.926702989202113";"-100.61192843247602"
"2.508e+09";"-7.097483326147098";"-89.99168687034488"
"2.511e+09";"-7.547358655153119";"-85.78331493728972"
"2.514e+09";"-7.853056667692232";"-83.65207057942547"
"2.517e+09";"-8.023692754235679";"-82.35766101474175"
"2.52e+09";"-8.159507430795461";"-81.3401138051264"
"2.523e+09";"-8.262668501099595";"-80.71241360586339"
"2.526e+09";"-8.345613452403022";"-80.22265171910509"
"2.529e+09";"-8.4360298214185";"-79.77634704928124"
"2.532e+09";"-8.550310781835966";"-79.58247676721395"
"2.535e+09";"-9.600474626777256";"-80.03537525664461"
"2.538e+09";"-3.346857068501456";"-116.23270835266305"
"2.541e+09";"-4.0810621200578305";"-113.10359585662225"
"2.544e+09";"-4.3355026475243985";"-112.04001329491932"
"2.547e+09";"-4.4257893212680335";"-111.49927252126787"
"2.55e+09";"-4.550386066289917";"-111.08448027602498"
"2.553e+09";"-4.6083200173401995";"-110.99918317937576"
"2.556e+09";"-4.679171082103562";"-110.51925480540402"
"2.559e+09";"-4.736444810457646";"-110.25919224028578"
"2.562e+09";"-4.8465671028923385";"-109.927038433212"
"2.565e+09";"-5.018828546870386";"-109.3328299013585"
"2.568e+09";"-5.545636680381595";"-107.84810558317184"
"2.571e+09";"-12.914972995676376";"49.03217568606033"
"2.574e+09";"-5.530363541186404";"134.0374179268347"
"2.577e+09";"-3.796743149695537";"161.38608160419264"
"2.58e+09";"-3.0165362636264756";"175.43211384813284"
"2.583e+09";"-2.9824380548293696";"-173.65411856252112"
"2.586e+09";"-3.213090883181417";"-167.0726178752082"
"2.589e+09";"-3.5951544626550023";"-160.63454289327584"
"2.592e+09";"-3.9879945422749197";"-156.6399770541"
"2.595e+09";"-4.7894287719317";"-153.86985431042206"
"2.598e+09";"-5.650649269496334";"-149.92877196641234"
"2.601e+09";"-7.530380775879916";"-145.10527110427066"
"2.604e+09";"-15.430894608169059";"-139.83609479190912"
"2.607e+09";"-13.072010928367453";"83.29311810669441"
"2.61e+09";"-11.093315264323017";"85.43997404223678"
"2.613e+09";"-11.993007331843863";"81.57193559007641"
"2.616e+09";"-12.410104869925288";"95.87094236711941"
"2.619e+09";"-12.350221220069916";"80.56945651869228"
"2.622e+09";"-12.752364700542584";"97.36425198515649"
"2.625e+09";"-5.178389582374825";"109.36244342414005"
"2.628e+09";"-13.63728062390745";"104.716597466358"
"2.631e+09";"-13.612018882477921";"106.42862553894659"
"2.634e+09";"-17.266542191644284";"103.01741093497257"
"2.637e+09";"-15.419765063406931";"155.7962642684661"
"2.64e+09";"-27.18808917418673";"-112.04017006857055"
"2.643e+09";"-22.606112822278405";"-5.7448218788252525"
"2.646e+09";"-18.65722970645354";"-8.70169935577565"
"2.649e+09";"-18.79217988653704";"5.169271160079367"
"2.652e+09";"-17.722886552097187";"28.243889308369674"
"2.655e+09";"-17.447571383850125";"23.056358012897192"
"2.658e+09";"-16.009075265537486";"16.59863869914823"
"2.661e+09";"-16.934048714750208";"16.835155295478966"
"2.664e+09";"-16.35972676040556";"17.154553631348616"
"2.667e+09";"-16.119909212189757";"19.671873437665408"
"2.67e+09";"-16.610932991306505";"14.28543030074983"
"2.673e+09";"-14.393814888480547";"17.801501311100534"
"2.676e+09";"-11.03913985879202";"13.567435029140963"
"2.679e+09";"-21.32900055782599";"105.13245634247178"
"2.682e+09";"-16.353728042372076";"32.999360454423424"
"2.685e+09";"-15.41539287702867";"20.359675883347286"
"2.688e+09";"-15.478114792486302";"22.666508239342594"
"2.691e+09";"-15.452002163538204";"19.9819711785733"
"2.694e+09";"-16.094254517386155";"19.99960376865108"
"2.697e+09";"-15.525918248865626";"21.782269177669217"
"2.7e+09";"-0.7704447767067368";"-116.40273294558223"
"2.703e+09";"-14.50874201024886";"130.49713799154898"
"2.706e+09";"-14.866538108938096";"136.861812028159"
"2.709e+09";"-17.374569771658766";"129.51119595833052"
"2.712e+09";"-17.041456760762305";"42.008579067561904"
"2.715e+09";"-9.706160123337185";"104.66228076499006"
"2.718e+09";"-11.75664252811689";"117.30689183789222"
"2.721e+09";"-12.533698878665657";"123.64028032355216"
"2.724e+09";"-13.119087650502335";"131.21505165166886"
"2.727e+09";"-13.52546547592838";"144.30365302905173"
"2.73e+09";"-15.370287728410432";"142.51186690486287"
"2.733e+09";"-15.818641066211622";"131.18838067052502"
"2.736e+09";"-14.756781867056857";"129.87069520248204"
"2.739e+09";"-14.158663843989565";"125.35845781563896"
"2.742e+09";"-13.170970525000874";"124.44143020580248"
"2.745e+09";"-13.160211251355658";"138.35234405565993"
"2.748e+09";"-10.319455098742276";"117.43386499455585"
"2.751e+09";"-8.96012197850619";"164.81023082475386"
"2.754e+09";"-8.228303182590663";"-161.28950223566304"
"2.757e+09";"-13.05844802109007";"-156.71548294212965"
"2.76e+09";"-19.416893438140473";"-143.31701945463666"
"2.763e+09";"-19.24936698957697";"-160.72581598130756"
"2.766e+09";"-20.2294282884176";"-149.27391691992156"
"2.769e+09";"-22.03776611800607";"-163.05700169729332"
"2.772e+09";"-24.900691310456708";"-152.08218610940452"
"2.775e+09";"-23.496424539131773";"-176.05897527244807"
"2.778e+09";"-27.238992213304662";"-78.69358492997641"
"2.781e+09";"-25.287199305200126";"-50.42191774345303"
"2.784e+09";"-17.67423881574565";"-46.49337661576949"
"2.787e+09";"-13.064326342260378";"-19.706855691847146"
"2.79e+09";"-6.381989140555055";"-0.6628572008502717"
"2.793e+09";"-4.806483615045617";"26.424520395740355"
"2.796e+09";"-3.51102925719674";"65.62913183798571"
"2.799e+09";"-4.280514411757964";"70.48168765087745"
"2.802e+09";"-7.080176571007893";"85.64398780592934"
"2.805e+09";"-8.100911915213958";"83.3525866854298"
"2.808e+09";"-9.244344287182544";"77.55202638811193"
"2.811e+09";"-11.105757987294762";"79.00180530478234"
"2.814e+09";"-10.583803918615962";"75.55388495163173"
"2.817e+09";"-10.337162936099515";"59.20406811015333"
"2.82e+09";"-9.563931884233464";"62.55350605472364"
"2.823e+09";"-7.5298106536193945";"60.271272541564024"
"2.826e+09";"-7.677720378670645";"57.988684782206526"
"2.829e+09";"-7.083521931709048";"60.02484145568712"
"2.832e+09";"-5.898628543203558";"67.18519864016496"
"2.835e+09";"-6.895085316182763";"71.45459197205827"
"2.838e+09";"-6.348033581743562";"66.69425060748314"
"2.841e+09";"-2.5659348231302506";"70.63308325594777"
"2.844e+09";"-2.0417379916778464";"112.93632184130969"
"2.847e+09";"-5.81380416500569";"141.17724452602158"
"2.85e+09";"-9.111648447480613";"139.6906779392846"
"2.853e+09";"-12.068364083249772";"141.0151734538671"
"2.856e+09";"-13.545214434010965";"147.52575283641053"
"2.859e+09";"-18.68089872441873";"144.86461440226128"
"2.862e+09";"-19.635317013665713";"143.24939328774033"
"2.865e+09";"-21.406186583175973";"133.83033641702818"
"2.868e+09";"-20.13669502522658";"126.43986596245328"
"2.871e+09";"-22.25140917103449";"157.0183511457302"
"2.874e+09";"-26.673705721789048";"177.37047564949117"
"2.877e+09";"-19.613155661642757";"-158.20466658324196"
"2.88e+09";"-14.104043120584732";"-135.22082797103727"
"2.883e+09";"-10.045723303039084";"-74.55286846059799"
"2.886e+09";"-13.126451692382384";"-24.19498615180364"
"2.889e+09";"-14.00921821278661";"-7.598165971897482"
"2.892e+09";"-17.728679363661715";"-9.368942375665338"
"2.895e+09";"-20.19199245369675";"-1.3110307118822992"
"2.898e+09";"-18.173939926990123";"-3.4179180312810638"
"2.901e+09";"-20.504335844771532";"3.6329117100948647"
"2.904e+09";"-20.285047860851396";"-15.602250155986193"
"2.907e+09";"-22.425670714659958";"-24.25675161137342"
"2.91e+09";"-19.950967856682517";"-28.020259312972538"
"2.913e+09";"-19.04821797649664";"-33.899653222177854"
"2.916e+09";"-16.95029395347337";"-39.961201559318546"
"2.919e+09";"-13.527816320586922";"-31.649606216782324"
"2.922e+09";"-6.919315639244931";"9.813262087916309"
"2.925e+09";"-14.191246182206063";"15.098257638699675"
"2.928e+09";"-14.36332437914424";"15.843720504289717"
"2.931e+09";"-14.410311219726468";"17.497807346574394"
"2.934e+09";"-14.781034286345697";"18.638681847758424"
"2.937e+09";"-14.760433645332554";"19.841707060577118"
"2.94e+09";"-15.166452108751562";"23.33306096626095"
"2.943e+09";"-15.445449008739743";"26.038918772590073"
"2.946e+09";"-15.704355503846916";"27.09586306758633"
"2.949e+09";"-16.239898712666594";"32.48703143685442"
"2.952e+09";"-17.51495406442735";"37.21244370774926"
"2.955e+09";"-19.650828112187973";"54.50429246574901"
"2.958e+09";"-26.092439591971896";"89.52058723883182"
"2.961e+09";"-17.506667255624315";"-105.06028175284591"
"2.964e+09";"-13.14506382716598";"-45.28147528068521"
"2.967e+09";"-11.961351456872922";"-23.279625445175853"
"2.97e+09";"-12.522698686278552";"-17.16505920768681"
"2.973e+09";"-12.21556055384713";"-11.953064276814173"
"2.976e+09";"-12.480994052011802";"-8.778917844345436"
"2.979e+09";"-13.089882617152073";"-5.730211698432445"
"2.982e+09";"-13.073101202556508";"-3.4580239784553273"
"2.985e+09";"-12.82871015992761";"2.362263548559262"
"2.988e+09";"-13.021190368861351";"1.296935547233379"
"2.991e+09";"-12.195064491664215";"-0.6355444640208372"
"2.994e+09";"-11.044568232280117";"0.7431322434318253"
"2.997e+09";"-11.536302040074236";"9.076242389736842"
"3e+09";"-10.481593058093225";"23.31453548444743"
