"Freq [GHz]","dB(S(1,1)) []"
2.10466666666667,-23.2540751397122,-0.106371703997866
2.10533333333333,-23.2300998831878,-0.106495426934431
2.106,-23.2050146235142,-0.106619331759359
2.10666666666667,-23.1788396717013,-0.106743418252451
2.10733333333333,-23.1515959214698,-0.106867686211003
2.108,-23.1233047995587,-0.106992135449853
2.10866666666667,-23.09398821605,-0.10711676580142
2.10933333333333,-23.0636685149202,-0.107241577115728
2.11,-23.0323684250145,-0.107366569260464
2.11066666666667,-23.0001110116312,-0.107491742121007
2.11133333333333,-22.9669196288899,-0.107617095600451
2.112,-22.9328178730444,-0.10774262961967
2.11266666666667,-22.8978295368871,-0.107868344117337
2.11333333333333,-22.8619785653801,-0.107994239049969
2.114,-22.8252890126302,-0.108120314391959
2.11466666666667,-22.7877850003165,-0.108246570135624
2.11533333333333,-22.7494906776598,-0.108373006291233
2.116,-22.7104301830138,-0.108499622887059
2.11666666666667,-22.6706276071414,-0.108626419969392
2.11733333333333,-22.6301069582298,-0.108753397602615
2.118,-22.588892128683,-0.108880555869201
2.11866666666667,-22.5470068637198,-0.109007894869785
2.11933333333333,-22.5044747317939,-0.109135414723184
2.12,-22.4613190968432,-0.109263115566438
2.12066666666667,-22.4175630923643,-0.109390997554856
2.12133333333333,-22.3732295972998,-0.109519060862054
2.122,-22.3283412137191,-0.109647305679975
2.12266666666667,-22.2829202462631,-0.109775732218957
2.12333333333333,-22.2369886833198,-0.109904340707752
2.124,-22.1905681798895,-0.110033131393565
2.12466666666667,-22.1436800420944,-0.11016210454211
2.12533333333333,-22.0963452132821,-0.110291260437623
2.126,-22.0485842616696,-0.110420599382926
2.12666666666667,-22.0004173694706,-0.110550121699453
2.12733333333333,-21.951864323446,-0.110679827727288
2.128,-21.9029445068172,-0.110809717825208
2.12866666666667,-21.853676892478,-0.110939792370728
2.12933333333333,-21.8040800374421,-0.111070051760123
2.13,-21.7541720784612,-0.111200496408487
2.13066666666667,-21.7039707287497,-0.111331126749762
2.13133333333333,-21.6534932757512,-0.111461943236779
2.132,-21.6027565798839,-0.111592946341297
2.13266666666667,-21.5517770742019,-0.111724136554047
2.13333333333333,-21.5005707649109,-0.111855514384757
2.134,-21.4491532326785,-0.111987080362217
2.13466666666667,-21.3975396346803,-0.112118835034292
2.13533333333333,-21.3457447073257,-0.112250778967985
2.136,-21.2937827696073,-0.112382912749455
2.13666666666667,-21.2416677270238,-0.112515236984072
2.13733333333333,-21.1894130760221,-0.112647752296456
2.138,-21.1370319089131,-0.112780459330508
2.13866666666667,-21.0845369192138,-0.112913358749457
2.13933333333333,-21.0319404073705,-0.113046451235899
2.14,-20.9792542868234,-0.113179737491831
2.14066666666667,-20.9264900903714,-0.113313218238708
2.14133333333333,-20.8736589767994,-0.11344689421746
2.142,-20.8207717377344,-0.113580766188548
2.14266666666667,-20.7678388046955,-0.113714834932002
2.14333333333333,-20.7148702563078,-0.113849101247455
2.144,-20.6618758256508,-0.113983565954192
2.14466666666667,-20.6088649077137,-0.114118229891181
2.14533333333333,-20.5558465669338,-0.114253093917122
2.146,-20.5028295447925,-0.11438815891048
2.14666666666667,-20.4498222674497,-0.114523425769532
2.14733333333333,-20.3968328533946,-0.114658895412409
2.148,-20.3438691210953,-0.114794568777119
2.14866666666667,-20.2909385966312,-0.114930446821614
2.14933333333333,-20.238048521291,-0.115066530523814
2.15,-20.185205859125,-0.115202820881643
2.15066666666667,-20.1324173044354,-0.115339318913089
2.15133333333333,-20.079689289197,-0.115476025656228
2.152,-20.0270279903951,-0.11561294216927
2.15266666666667,-19.9744393372729,-0.115750069530601
2.15333333333333,-19.9219290184794,-0.115887408838828
2.154,-19.8695024891121,-0.116024961212802
2.15466666666667,-19.8171649776449,-0.116162727791688
2.15533333333333,-19.7649214927401,-0.116300709734979
2.156,-19.7127768299363,-0.116438908222549
2.15666666666667,-19.6607355782092,-0.116577324454697
2.15733333333333,-19.6088021264027,-0.116715959652181
2.158,-19.556980669527,-0.116854815056262
2.15866666666667,-19.5052752149207,-0.116993891928745
2.15933333333333,-19.4536895882773,-0.117133191552025
2.16,-19.4022274395324,-0.117272715229113
2.16066666666667,-19.3508922486135,-0.117412464283701
2.16133333333333,-19.2996873310491,-0.11755244006018
2.162,-19.2486158434408,-0.117692643923696
2.16266666666667,-19.1976807887947,-0.117833077260186
2.16333333333333,-19.1468850217161,-0.117973741476422
2.164,-19.0962312534665,-0.11811463800004
2.16466666666667,-19.0457220568852,-0.118255768279606
2.16533333333333,-18.9953598711754,-0.118397133784636
2.166,-18.9451470065588,-0.118538736005646
2.16666666666667,-18.8950856487975,-0.11868057645419
2.16733333333333,-18.8451778635872,-0.118822656662907
2.168,-18.7954256008237,-0.118964978185555
2.16866666666667,-18.7458306987431,-0.119107542597067
2.16933333333333,-18.6963948879401,-0.119250351493566
2.17,-18.6471197952649,-0.119393406492436
2.17066666666667,-18.5980069476027,-0.11953670923235
2.17133333333333,-18.5490577755364,-0.119680261373301
2.172,-18.5002736168974,-0.119824064596667
2.17266666666667,-18.4516557202041,-0.119968120605239
2.17333333333333,-18.4032052479935,-0.120112431123257
2.174,-18.3549232800463,-0.12025699789647
2.17466666666667,-18.306810816509,-0.120401822692151
2.17533333333333,-18.2588687809162,-0.120546907299175
2.176,-18.211098023114,-0.120692253528023
2.17666666666667,-18.1634993220881,-0.12083786321085
2.17733333333333,-18.1160733886997,-0.120983738201514
2.178,-18.0688208683305,-0.12112988037563
2.17866666666667,-18.0217423434393,-0.121276291630588
2.17933333333333,-17.9748383360343,-0.121422973885633
2.18,-17.9281093100612,-0.121569929081855
2.18066666666667,-17.8815556737117,-0.12171715918229
2.18133333333333,-17.835177781652,-0.121864666171918
2.182,-17.7889759371779,-0.122012452057713
2.18266666666667,-17.7429503942932,-0.122160518868704
2.18333333333333,-17.6971013597187,-0.122308868655998
2.184,-17.6514289948306,-0.122457503492828
2.18466666666667,-17.6059334175324,-0.122606425474595
2.18533333333333,-17.5606147040613,-0.12275563671891
2.186,-17.515472890731,-0.122905139365632
2.18666666666667,-17.470507975614,-0.123054935576926
2.18733333333333,-17.4257199201645,-0.123205027537279
2.188,-17.3811086507837,-0.123355417453559
2.18866666666667,-17.3366740603298,-0.123506107555064
2.18933333333333,-17.292416009574,-0.123657100093536
2.19,-17.2483343286049,-0.123808397343236
2.19066666666667,-17.2044288181822,-0.123960001600964
2.19133333333333,-17.1606992510423,-0.124111915186104
2.192,-17.1171453731562,-0.12426414044068
2.19266666666667,-17.0737669049423,-0.12441667972938
2.19333333333333,-17.0305635424355,-0.124569535439606
2.194,-16.9875349584131,-0.124722709981514
2.19466666666667,-16.9446808034802,-0.124876205788064
2.19533333333333,-16.9020007071152,-0.125030025315049
2.196,-16.8594942786772,-0.125184171041148
2.19666666666667,-16.8171611083758,-0.125338645467957
2.19733333333333,-16.7750007682057,-0.125493451120047
2.198,-16.7330128128464,-0.125648590544988
2.19866666666667,-16.6911967805289,-0.125804066313398
2.19933333333333,-16.6495521938695,-0.125959881019
2.2,-16.6080785606734,-0.126116037278626
2.20066666666667,-16.5667753747074,-0.126272537732308
2.20133333333333,-16.525642116444,-0.126429385043275
2.202,-16.4846782537778,-0.126586581898027
2.20266666666667,-16.4438832427141,-0.126744131006366
2.20333333333333,-16.4032565280324,-0.126902035101415
2.204,-16.3627975439238,-0.127060296939709
2.20466666666667,-16.3225057146048,-0.127218919301187
2.20533333333333,-16.2823804549074,-0.12737790498927
2.206,-16.2424211708465,-0.127537256830881
2.20666666666667,-16.2026272601659,-0.1276969776765
2.20733333333333,-16.1629981128627,-0.127857070400187
2.208,-16.1235331116921,-0.12801753789965
2.20866666666667,-16.0842316326515,-0.128178383096262
2.20933333333333,-16.0450930454474,-0.128339608935126
2.21,-16.0061167139424,-0.128501218385098
2.21066666666667,-15.9673019965859,-0.128663214438831
2.21133333333333,-15.9286482468269,-0.12882560011282
2.212,-15.8901548135114,-0.128988378447452
2.21266666666667,-15.8518210412632,-0.129151552507031
2.21333333333333,-15.8136462708502,-0.129315125379838
2.214,-15.7756298395358,-0.129479100178151
2.21466666666667,-15.7377710814157,-0.129643480038301
2.21533333333333,-15.7000693277423,-0.129808268120713
2.216,-15.6625239072345,-0.129973467609938
2.21666666666667,-15.6251341463763,-0.130139081714712
2.21733333333333,-15.587899369702,-0.130305113667971
2.218,-15.5508189000704,-0.130471566726914
2.21866666666667,-15.5138920589276,-0.130638444173041
2.21933333333333,-15.4771181665583,-0.130805749312182
2.22,-15.4404965423277,-0.130973485474552
2.22066666666667,-15.404026504912,-0.131141656014784
2.22133333333333,-15.36770737252,-0.131310264311968
2.222,-15.3315384631051,-0.131479313769704
2.22266666666667,-15.295519094568,-0.131648807816129
2.22333333333333,-15.2596485849508,-0.131818749903966
2.224,-15.2239262526229,-0.13198914351056
2.22466666666667,-15.1883514164585,-0.132159992137927
2.22533333333333,-15.1529233960062,-0.132331299312773
2.226,-15.1176415116515,-0.132503068586575
2.22666666666667,-15.0825050847718,-0.132675303535575
2.22733333333333,-15.0475134378842,-0.132848007760854
2.228,-15.0126658947869,-0.13302118488836
2.22866666666667,-14.9779617806941,-0.133194838568942
2.22933333333333,-14.9434004223644,-0.133368972478403
2.23,-14.9089811482235,-0.133543590317535
2.23066666666667,-14.8747032884809,-0.133718695812155
2.23133333333333,-14.8405661752409,-0.133894292713155
2.232,-14.806569142609,-0.134070384796528
2.23266666666667,-14.7727115267919,-0.134246975863422
2.23333333333333,-14.7389926661933,-0.134424069740171
2.234,-14.7054119015054,-0.13460167027834
2.23466666666667,-14.6719685757942,-0.134779781354762
2.23533333333333,-14.6386620345822,-0.134958406871571
2.236,-14.6054916259255,-0.135137550756255
2.23666666666667,-14.5724567004874,-0.135317216961692
2.23733333333333,-14.5395566116078,-0.13549740946618
2.238,-14.5067907153691,-0.13567813227349
2.23866666666667,-14.474158370658,-0.135859389412892
2.23933333333333,-14.441658939224,-0.136041184939202
2.24,-14.4092917857347,-0.136223522932813
2.24066666666667,-14.3770562778275,-0.136406407499755
2.24133333333333,-14.3449517861583,-0.136589842771711
2.242,-14.3129776844472,-0.136773832906064
2.24266666666667,-14.2811333495215,-0.136958382085939
2.24333333333333,-14.2494181613552,-0.137143494520228
2.244,-14.2178315031067,-0.137329174443656
2.24466666666667,-14.1863727611535,-0.137515426116793
2.24533333333333,-14.1550413251243,-0.137702253826105
2.246,-14.123836587929,-0.13788966188398
2.24666666666667,-14.092757945786,-0.138077654628791
2.24733333333333,-14.0618047982479,-0.138266236424909
2.248,-14.0309765482246,-0.138455411662749
2.24866666666667,-14.0002726020046,-0.138645184758817
2.24933333333333,-13.9696923692741,-0.13883556015574
2.25,-13.9392352631345,-0.13902654232229
2.25066666666667,-13.9089007001181,-0.139218135753449
2.25133333333333,-13.8786881002015,-0.139410344970429
2.252,-13.8485968868187,-0.139603174520714
2.25266666666667,-13.8186264868708,-0.139796628978094
2.25333333333333,-13.7887763307355,-0.139990712942704
2.254,-13.7590458522749,-0.140185431041069
2.25466666666667,-13.7294344888411,-0.140380787926118
2.25533333333333,-13.699941681282,-0.140576788277248
2.256,-13.6705668739438,-0.140773436800348
2.25666666666667,-13.6413095146744,-0.140970738227829
2.25733333333333,-13.6121690548238,-0.14116869731867
2.258,-13.5831449492442,-0.141367318858458
2.25866666666667,-13.5542366562895,-0.141566607659407
2.25933333333333,-13.5254436378125,-0.141766568560411
2.26,-13.4967653591621,-0.141967206427074
2.26066666666667,-13.4682012891794,-0.142168526151738
2.26133333333333,-13.4397509001924,-0.142370532653529
2.262,-13.4114136680102,-0.142573230878395
2.26266666666667,-13.3831890719165,-0.142776625799127
2.26333333333333,-13.3550765946621,-0.142980722415407
2.264,-13.3270757224566,-0.143185525753829
2.26466666666667,-13.2991859449591,-0.143391040867958
2.26533333333333,-13.2714067552692,-0.143597272838338
2.266,-13.2437376499161,-0.143804226772542
2.26666666666667,-13.2161781288481,-0.144011907805205
2.26733333333333,-13.1887276954205,-0.144220321098048
2.268,-13.1613858563841,-0.144429471839928
2.26866666666667,-13.1341521218719,-0.14463936524686
2.26933333333333,-13.1070260053865,-0.144850006562052
2.27,-13.0800070237858,-0.145061401055946
2.27066666666667,-13.0530946972695,-0.145273554026246
2.27133333333333,-13.0262885493639,-0.145486470797942
2.272,-12.9995881069072,-0.145700156723367
2.27266666666667,-12.9729929000343,-0.145914617182204
2.27333333333333,-12.9465024621603,-0.146129857581537
2.274,-12.920116329965,-0.146345883355877
2.27466666666667,-12.8938340433762,-0.146562699967184
2.27533333333333,-12.8676551455527,-0.146780312904921
2.276,-12.8415791828675,-0.146998727686072
2.27666666666667,-12.8156057048901,-0.147217949855168
2.27733333333333,-12.789734264369,-0.147437984984341
2.278,-12.7639644172137,-0.147658838673327
2.27866666666667,-12.7382957224768,-0.147880516549518
2.27933333333333,-12.7127277423352,-0.148103024267988
2.28,-12.6872600420718,-0.148326367511521
2.28066666666667,-12.6618921900567,-0.148550551990642
2.28133333333333,-12.636623757728,-0.148775583443646
2.282,-12.6114543195733,-0.14900146763664
2.28266666666667,-12.5863834531098,-0.149228210363551
2.28333333333333,-12.5614107388649,-0.149455817446181
2.284,-12.5365357603573,-0.149684294734216
2.28466666666667,-12.5117581040767,-0.149913648105271
2.28533333333333,-12.4870773594641,-0.150143883464903
2.286,-12.4624931188925,-0.150375006746654
2.28666666666667,-12.4380049776462,-0.150607023912081
2.28733333333333,-12.4136125339011,-0.150839940950768
2.288,-12.3893153887048,-0.151073763880373
2.28866666666667,-12.3651131459561,-0.151308498746642
2.28933333333333,-12.341005412385,-0.151544151623447
2.29,-12.3169917975322,-0.151780728612811
2.29066666666667,-12.2930719137292,-0.152018235844927
2.29133333333333,-12.2692453760776,-0.152256679478204
2.292,-12.2455118024288,-0.152496065699271
2.29266666666667,-12.2218708133638,-0.152736400723022
2.29333333333333,-12.1983220321729,-0.152977690792629
2.294,-12.1748650848348,-0.153219942179589
2.29466666666667,-12.1514995999969,-0.153463161183723
2.29533333333333,-12.1282252089545,-0.153707354133215
2.296,-12.1050415456305,-0.153952527384646
2.29666666666667,-12.0819482465553,-0.154198687323001
2.29733333333333,-12.058944950846,-0.154445840361719
2.298,-12.0360313001867,-0.154693992942681
2.29866666666667,-12.0132069388078,-0.154943151536275
2.29933333333333,-11.9904715134662,-0.155193322641393
2.3,-11.9678246734246,-0.155444512785461
